x_center,width,IMG_WIDTH,IMG_HEIGHT,Start Time,End Time,Score
0.78426,0.0288317,930.0,462.0,46.190649,47.920551,0.698184
0.483193,0.029449,930.0,462.0,28.10811,29.875049999999998,0.65136
0.638014,0.0206329,930.0,462.0,37.661853,38.899827,0.421693
0.336851,0.0195959,930.0,462.0,19.623183,20.798937000000002,0.339311
